URLLength,HostLength,TLDLength,DotCount,DashCount,AtSymbolCount,PercentSymbolCount,EqualsSymbolCount,QuestionMarkCount,DigitCount,UniqueCharCount
88,10,3,1,8,0,0,0,0,6,29
105,13,6,3,17,0,0,0,0,7,27
99,9,4,1,0,0,27,0,0,31,24
77,23,3,4,2,0,0,1,1,3,28
65,15,3,3,0,0,0,0,0,7,38
85,14,3,1,6,0,0,0,0,8,25
107,9,5,2,2,0,2,3,1,2,31
86,10,3,2,6,0,0,0,0,4,28
147,6,2,1,12,0,0,0,0,8,32
286,9,3,1,9,0,80,0,0,96,32
127,14,3,2,12,0,0,0,0,10,30
94,12,3,2,0,0,0,1,1,8,35
87,6,3,1,9,0,0,0,0,6,29
128,9,2,2,19,0,0,0,0,19,34
71,14,3,1,5,0,0,0,0,3,24
120,14,3,1,12,0,0,0,0,8,30
81,9,4,1,0,0,21,0,0,29,24
88,7,3,1,9,0,0,0,0,5,27
126,14,3,1,14,0,0,0,0,9,31
86,14,3,1,5,0,0,0,0,9,29
126,12,3,8,0,0,0,1,1,26,39
90,15,6,3,2,0,0,0,0,0,23
112,13,6,2,0,0,0,0,0,6,26
260,9,3,1,6,0,72,0,0,87,33
71,19,3,4,0,0,0,0,0,3,24
126,8,3,1,14,0,0,0,0,4,28
97,14,3,1,9,0,0,0,0,15,31
92,12,2,2,10,0,0,0,0,2,26
88,6,3,1,11,0,0,0,0,4,36
109,13,2,2,15,0,0,0,0,17,30
90,9,4,1,0,0,24,0,0,30,24
86,13,3,6,6,0,0,1,1,6,30
93,6,2,1,5,0,0,0,0,1,21
97,9,2,2,1,0,0,0,0,0,24
80,14,3,1,6,0,0,0,0,3,26
125,11,5,2,14,0,0,0,0,15,33
113,15,3,1,11,0,0,1,1,8,34
106,11,3,1,12,0,0,0,0,2,26
84,16,3,5,2,0,0,1,1,3,30
70,13,2,3,1,0,0,0,0,0,24
94,13,2,2,12,0,0,0,0,6,27
99,9,4,1,0,0,27,0,0,31,24
89,17,3,1,8,0,0,0,0,8,31
81,9,4,1,0,0,21,0,0,26,20
67,14,3,3,0,0,0,2,1,6,31
109,14,3,2,9,0,0,0,0,8,27
111,6,2,1,2,0,2,4,1,4,32
306,9,3,1,8,0,88,0,0,109,30
83,8,3,1,10,0,0,0,0,0,25
90,9,4,1,0,0,24,0,0,29,26
111,14,2,4,0,0,0,2,1,31,34
101,6,2,1,9,0,0,0,0,10,32
72,9,4,1,0,0,18,0,0,24,26
87,15,3,1,0,0,0,0,0,19,27
85,12,3,2,0,0,0,0,0,7,28
69,18,3,3,4,0,0,0,0,0,23
97,10,3,1,11,0,0,0,0,6,31
88,13,3,1,8,0,0,0,0,10,31
99,16,3,1,9,0,0,0,0,7,30
111,17,3,3,7,0,2,1,1,12,35
81,9,4,1,0,0,21,0,0,27,23
127,11,5,2,13,0,0,0,0,15,31
86,11,3,1,8,0,0,0,0,0,25
136,21,3,1,18,0,0,1,1,0,37
101,10,3,1,8,1,0,1,1,9,34
99,10,3,1,5,0,0,0,0,30,35
88,7,2,7,4,0,0,0,1,17,31
97,14,3,2,6,0,0,0,0,8,27
108,9,3,1,11,0,0,0,0,3,27
108,10,3,1,12,0,0,0,0,7,33
70,15,3,8,2,0,0,1,1,12,30
119,10,3,2,11,0,0,0,0,14,31
89,23,3,1,8,0,0,0,0,0,23
94,15,6,2,6,0,0,0,0,0,23
127,12,3,8,0,0,0,1,1,32,40
71,19,3,4,0,0,0,0,0,3,24
187,11,2,2,9,0,6,3,1,30,40
84,13,3,1,6,0,0,0,0,5,27
83,14,3,1,0,0,0,0,0,0,25
149,13,6,2,0,0,0,0,0,6,29
86,6,2,2,1,0,0,0,0,10,42
85,14,2,1,0,0,16,0,0,24,25
114,13,3,1,3,0,0,3,1,1,30
78,14,3,3,1,0,0,3,1,6,32
67,11,2,1,0,0,0,1,1,16,29
87,15,3,1,0,0,0,0,0,20,28
94,10,3,1,5,1,0,1,1,8,30
99,9,4,1,0,0,27,0,0,35,23
91,17,3,2,1,0,16,0,0,15,26
86,13,3,1,8,0,0,0,0,13,30
115,11,3,2,2,0,9,1,1,22,36
100,8,3,1,10,0,0,0,0,2,24
72,9,4,1,0,0,18,0,0,27,23
103,9,5,2,6,0,0,0,0,1,22
93,13,3,1,8,0,0,0,0,6,27
85,8,3,1,9,0,0,0,0,6,28
99,9,4,1,0,0,27,0,0,28,24
98,7,3,1,10,0,0,0,0,6,28
210,9,3,1,4,0,58,0,0,67,31
138,14,6,2,12,0,0,0,0,4,30
65,30,3,2,0,0,0,0,0,0,23
71,19,3,4,0,0,0,0,0,3,24
114,17,3,3,6,0,2,1,1,11,34
144,15,2,2,1,0,4,0,0,21,44
71,19,3,4,0,0,0,0,0,3,24
101,11,2,6,4,0,0,1,1,16,30
86,13,2,2,2,0,0,0,0,0,22
110,13,3,2,7,0,0,1,1,17,33
113,15,3,1,12,0,0,1,1,8,34
100,14,3,1,9,0,0,0,0,11,29
96,9,3,1,8,0,0,0,0,0,22
63,9,4,1,0,0,15,0,0,20,24
84,13,3,2,2,0,0,8,1,19,31
72,14,3,4,2,0,0,1,1,9,27
104,9,5,2,2,0,2,3,1,2,31
95,14,3,1,9,0,0,0,0,7,29
90,9,4,1,0,0,24,0,0,29,23
111,7,3,1,14,0,0,0,0,5,26
73,20,3,4,1,0,0,0,0,31,33
92,10,3,1,6,0,0,0,0,36,31
90,9,4,1,0,0,24,0,0,29,24
94,15,6,3,8,0,0,0,0,9,33
106,6,2,1,4,0,0,0,0,1,18
99,9,4,1,0,0,27,0,0,26,23
90,9,4,1,0,0,24,0,0,28,22
101,17,3,3,0,0,0,1,1,34,36
92,9,2,2,13,0,0,0,0,19,34
154,11,3,2,8,0,5,2,1,5,43
80,6,2,1,5,0,0,0,0,9,31
90,7,3,1,10,0,0,0,0,7,27
99,17,3,1,8,0,0,0,0,8,29
109,12,3,1,10,0,0,0,0,10,29
106,10,3,2,0,0,0,9,1,3,30
140,19,6,4,13,0,0,0,0,8,27
149,12,3,13,0,0,0,1,1,30,45
136,9,2,1,0,0,37,0,0,45,25
91,11,5,2,9,0,0,0,0,15,33
90,9,4,1,0,0,24,0,0,30,22
103,15,2,2,1,0,1,0,0,8,40
88,12,3,1,9,0,0,0,0,10,28
85,12,3,1,10,0,0,0,0,10,29
94,11,2,2,14,0,0,0,0,6,26
101,9,5,2,8,0,0,0,0,1,23
104,14,3,1,0,0,18,0,0,34,32
87,15,3,1,0,0,0,0,0,23,28
84,10,2,2,10,0,0,0,0,6,30
98,13,3,2,3,0,0,0,0,0,29
87,15,3,1,0,0,0,0,0,18,26
116,6,3,1,14,0,0,0,0,6,29
87,9,2,1,0,0,18,0,0,21,34
201,7,3,1,2,0,51,0,0,75,37
97,9,3,1,9,0,0,0,0,8,29
127,15,3,1,11,0,0,0,0,8,28
102,13,3,1,1,0,21,0,0,30,30
351,10,3,1,48,0,0,0,0,12,35
92,13,3,1,9,0,0,0,0,6,28
95,9,2,2,13,0,0,0,0,19,30
132,12,3,8,0,0,0,1,1,30,41
81,9,4,1,0,0,21,0,0,25,21
99,8,2,1,11,0,0,0,0,21,40
112,7,3,1,12,0,0,0,0,6,27
87,17,3,2,12,0,0,0,0,2,24
65,13,2,2,1,0,0,0,0,0,21
134,12,3,8,0,0,0,1,1,37,39
102,10,3,1,8,0,0,0,0,36,37
92,15,3,1,9,0,0,0,0,5,30
90,10,2,2,8,0,0,0,0,9,31
113,6,3,1,14,0,0,0,0,6,29
85,9,3,2,6,0,0,0,0,6,27
110,10,3,2,0,0,0,9,1,3,29
87,15,3,1,0,0,0,0,0,22,29
99,9,4,1,0,0,27,0,0,34,22
94,12,3,1,3,0,0,0,0,28,32
90,10,3,2,0,0,0,0,0,30,32
115,46,3,9,0,0,9,1,1,15,38
108,8,2,1,12,0,0,0,0,21,42
96,9,3,1,2,0,20,0,0,29,31
123,11,2,1,0,0,32,0,1,22,29
111,13,3,1,13,0,0,0,0,11,32
86,8,2,1,0,0,0,0,0,6,37
106,15,6,2,10,0,0,0,0,0,21
92,12,3,1,9,0,0,0,0,13,32
87,10,3,2,10,0,0,0,0,7,32
106,9,2,1,0,0,27,0,0,28,25
112,14,3,1,9,0,0,0,0,8,30
92,14,3,1,7,0,0,0,0,10,30
114,14,3,1,10,0,0,0,0,10,30
88,10,3,1,9,0,0,0,0,8,28
87,20,6,5,0,0,0,0,0,7,28
125,13,6,2,0,0,0,0,0,6,30
182,17,3,2,0,0,0,12,1,9,32
93,10,6,3,0,0,0,0,0,0,30
94,8,3,1,10,0,0,0,0,2,24
193,7,3,1,3,0,51,0,0,62,34
88,32,2,4,0,0,0,1,1,25,35
84,15,2,2,0,0,3,0,0,16,34
274,7,2,2,0,0,0,2,1,27,52
85,11,2,2,11,0,0,0,0,7,27
73,11,2,3,0,0,0,0,0,26,33
94,15,3,3,2,0,0,0,0,27,34
88,20,3,3,0,0,0,2,1,24,34
83,6,3,1,7,0,0,0,0,4,30
74,14,3,4,0,0,0,1,1,9,24
91,7,2,1,11,0,0,0,0,11,29
63,9,4,1,0,0,15,0,0,21,24
87,15,3,5,1,0,0,1,1,4,28
361,11,3,2,1,0,92,1,1,115,48
68,19,3,7,0,0,0,0,0,3,23
88,14,3,2,0,0,0,5,1,5,30
66,11,3,2,0,0,0,0,0,18,27
92,14,3,3,0,0,0,2,1,20,35
90,13,2,1,4,0,0,0,0,0,24
115,11,3,2,10,0,0,1,1,5,33
84,14,5,4,0,0,2,2,1,2,33
134,6,2,1,8,0,0,0,0,1,19
94,22,3,3,0,0,2,0,0,5,24
87,15,3,1,0,0,0,0,0,21,27
105,10,3,3,1,0,1,1,1,3,31
143,15,2,4,1,0,7,0,0,22,45
95,13,2,2,15,0,0,0,0,6,24
74,14,3,4,0,0,0,1,1,9,24
129,10,2,2,15,0,0,0,0,3,33
114,9,2,3,0,0,2,3,2,17,46
94,11,2,2,13,0,0,0,0,6,26
72,9,4,1,0,0,18,0,0,24,26
81,9,4,1,0,0,21,0,0,24,23
72,9,4,1,0,0,18,0,0,24,26
170,16,6,4,3,0,0,5,1,11,40
139,13,3,1,18,0,0,1,1,1,30
232,10,2,1,6,0,64,0,0,36,31
151,12,3,10,0,0,0,1,1,30,43
89,15,2,3,0,0,0,2,1,20,34
104,13,3,1,12,0,0,0,0,2,26
147,13,6,2,0,0,0,0,0,6,32
85,11,3,1,8,0,0,0,0,0,23
90,9,4,1,0,0,24,0,0,25,23
106,15,2,8,1,0,2,0,0,18,45
107,15,3,1,12,0,0,0,0,0,25
87,7,3,1,10,0,0,0,0,13,32
77,21,3,5,0,0,0,2,2,8,29
88,12,3,1,4,0,0,0,0,7,28
85,13,2,1,6,0,0,0,0,0,24
121,15,3,1,0,0,22,2,1,24,39
109,13,3,1,16,0,0,0,0,9,30
141,13,6,2,0,0,0,0,0,6,31
84,13,3,1,9,0,0,0,0,0,24
86,6,2,1,1,0,18,1,1,17,32
136,13,3,2,0,0,21,4,1,24,39
65,13,2,2,1,0,0,0,0,0,21
72,9,4,1,0,0,18,0,0,18,21
99,9,4,1,0,0,27,0,0,34,23
112,15,2,2,1,0,4,0,0,21,40
100,12,3,1,10,0,0,0,0,10,30
135,13,3,5,0,0,0,6,1,28,37
103,11,3,1,15,0,0,0,0,10,30
105,22,3,6,1,0,0,1,1,3,28
141,12,3,11,0,0,0,1,1,33,41
172,8,2,1,0,0,40,0,0,52,38
81,9,4,1,0,0,21,0,0,27,22
119,10,2,2,8,0,2,4,1,13,34
85,11,3,1,0,0,6,1,1,15,35
78,16,6,4,0,0,0,0,0,27,34
46,18,6,3,0,0,0,0,0,1,21
106,15,6,2,10,0,0,0,0,0,23
100,11,3,1,13,0,0,0,0,0,24
180,16,6,4,3,0,0,5,1,11,40
92,15,3,1,0,0,0,2,1,0,27
100,6,2,1,1,0,18,1,1,14,35
124,14,3,1,11,0,0,0,0,8,28
83,10,3,1,9,0,0,0,0,5,29
89,9,5,2,2,0,0,0,0,1,22
99,9,4,1,0,0,27,0,0,31,21
104,9,2,2,13,0,0,0,0,19,30
85,9,2,1,0,0,20,0,0,22,26
93,14,3,2,6,0,0,0,0,8,27
107,21,3,1,4,0,0,3,0,1,32
78,14,3,3,1,0,0,3,1,6,32
171,15,3,1,20,0,0,0,0,7,32
109,15,3,8,4,0,0,1,1,13,37
105,22,3,6,1,0,0,1,1,3,28
87,10,2,1,7,0,2,3,1,8,35
134,6,3,1,17,0,0,0,0,4,37
91,15,3,2,13,0,0,0,0,3,24
87,17,3,1,7,0,0,0,0,12,30
87,11,3,2,6,0,0,0,0,6,29
63,9,4,1,0,0,15,0,0,22,21
100,10,3,1,8,0,0,1,1,8,29
107,15,6,3,1,0,0,6,1,21,39
119,17,3,1,12,0,0,0,0,8,31
95,17,3,2,14,0,0,0,0,0,23
80,14,3,3,0,0,0,1,1,20,35
129,13,2,1,5,0,0,3,1,8,33
272,11,3,2,1,0,62,1,1,76,44
123,15,6,3,1,0,0,5,1,28,44
70,18,2,2,1,0,0,0,0,17,30
156,7,3,1,2,0,39,0,0,51,34
90,12,3,1,3,0,0,0,0,28,31
85,12,3,1,8,0,0,0,0,7,28
117,9,3,1,1,0,28,0,0,38,29
131,15,3,2,15,0,0,0,0,0,28
148,9,2,1,0,0,42,0,0,52,25
70,15,3,8,2,0,0,1,1,15,31
71,15,3,2,1,0,3,0,0,10,30
99,18,3,1,8,0,0,0,0,7,29
101,10,2,1,2,0,4,1,1,14,34
143,19,6,4,14,0,0,0,0,12,26
258,9,3,1,9,0,70,0,0,84,30
227,10,2,1,4,0,64,0,0,30,28
95,6,2,1,9,0,0,0,0,11,31
90,13,3,3,0,0,0,4,1,3,34
107,14,3,1,10,0,0,0,0,8,31
106,12,3,2,9,0,0,0,0,31,32
147,8,3,1,20,0,0,0,0,2,27
63,9,4,1,0,0,15,0,0,21,21
94,11,3,1,11,0,0,0,0,11,31
84,10,2,2,7,0,0,0,0,12,29
74,23,3,3,1,0,0,0,0,0,26
96,11,3,2,0,0,3,6,1,15,32
112,8,3,1,14,0,0,0,0,1,27
90,13,6,2,0,0,0,0,0,7,27
117,15,3,1,14,0,0,0,0,6,29
67,12,3,2,7,0,0,0,0,16,27
123,17,3,1,13,0,0,0,0,11,31
77,20,3,3,0,0,2,0,1,7,34
114,12,3,1,12,0,0,0,0,10,33
82,11,3,1,8,0,0,0,0,0,25
256,9,3,1,7,0,72,0,0,87,31
99,9,4,1,0,0,27,0,0,31,25
72,9,4,1,0,0,18,0,0,24,26
89,13,6,2,0,0,0,0,0,7,28
143,12,3,10,0,0,0,1,1,30,41
170,13,3,3,0,0,0,19,1,25,35
103,11,3,1,8,0,0,0,0,0,25
184,9,3,1,3,0,50,0,0,60,30
144,15,2,2,1,0,11,0,0,20,43
68,19,3,2,1,0,0,0,0,4,28
65,13,2,2,0,0,0,2,1,2,28
88,13,3,1,1,0,0,3,1,0,31
92,14,3,3,0,0,0,2,1,20,35
94,9,2,1,0,0,24,0,0,30,21
93,14,3,2,5,0,0,0,0,9,34
88,16,2,6,2,0,2,2,2,8,33
87,10,3,1,4,0,0,0,0,4,28
99,6,3,1,13,0,0,0,0,6,33
110,12,3,1,16,0,0,0,0,7,31
86,12,3,1,11,0,0,0,0,14,33
67,13,3,2,0,0,0,3,1,3,31
86,14,3,2,0,0,0,5,1,3,27
107,10,3,1,8,0,0,0,0,30,37
127,11,5,2,17,0,0,0,0,15,33
87,6,2,1,8,0,0,0,0,9,30
90,14,3,1,1,0,2,0,0,5,31
355,9,3,1,13,0,102,0,0,112,36
123,15,6,3,1,0,0,5,1,28,42
104,15,3,7,3,0,0,1,1,12,31
112,6,3,1,13,0,0,0,0,6,31
99,9,4,1,0,0,27,0,0,31,24
95,10,3,1,5,1,0,1,1,7,28
83,16,3,5,2,0,0,1,1,3,28
97,10,3,1,11,0,0,0,0,6,29
89,6,3,1,10,0,0,0,0,4,36
81,9,4,1,0,0,21,0,0,21,22
89,12,3,2,11,0,0,0,0,0,27
97,15,3,1,7,0,0,0,0,10,32
109,10,2,2,7,0,2,4,1,13,36
110,10,2,1,10,0,0,1,1,8,33
117,11,3,1,10,0,0,1,1,8,33
139,12,3,9,0,0,0,1,1,29,41
116,14,3,2,3,0,21,0,0,26,31
85,11,3,1,6,0,0,0,0,0,26
82,25,3,4,1,0,0,0,0,0,26
88,18,3,1,0,0,0,0,0,36,29
147,22,3,7,3,0,0,1,1,4,30
98,13,3,2,1,0,0,3,1,1,26
100,14,3,2,8,0,0,0,0,8,31
172,14,3,1,0,0,28,3,1,34,37
83,6,3,1,7,0,0,0,0,8,27
92,16,3,1,2,0,0,1,1,0,27
124,17,3,1,13,0,0,0,0,0,23
81,9,4,1,0,0,21,0,0,28,22
111,13,3,2,5,0,0,0,0,0,23
68,14,3,1,4,0,0,0,0,0,21
125,10,3,1,8,0,0,0,0,33,41
69,14,3,1,4,0,0,0,0,0,22
90,9,4,1,0,0,24,0,0,30,22
86,6,2,1,10,0,0,0,0,11,31
93,20,3,1,10,0,0,0,0,6,27
85,11,3,1,11,0,0,0,0,14,30
76,21,6,4,0,0,0,0,0,1,25
137,9,3,1,3,0,34,0,0,40,33
96,7,3,1,10,0,0,0,0,6,25
93,10,2,2,0,0,0,2,1,31,35
106,12,3,1,9,0,0,0,0,8,32
87,7,3,1,9,0,0,0,0,5,27
108,12,3,2,0,0,0,1,1,8,31
100,10,3,1,10,0,0,0,0,5,31
120,15,3,1,15,0,0,0,0,6,32
110,10,2,2,7,0,2,4,1,15,34
75,14,3,2,0,0,0,3,1,24,30
170,13,3,3,0,0,0,19,1,25,36
90,9,4,1,0,0,24,0,0,27,25
120,15,3,1,10,0,0,1,1,8,31
106,13,3,1,12,0,0,0,0,4,29
108,13,3,1,12,0,0,0,0,4,30
86,7,3,1,7,0,0,0,0,8,29
91,15,2,2,3,0,4,0,0,19,33
106,15,3,1,10,0,0,0,0,7,30
101,15,3,1,9,0,0,0,0,9,26
81,9,4,1,0,0,21,0,0,26,20
91,7,3,1,12,0,0,0,0,8,29
90,12,3,2,10,0,0,0,0,20,34
91,13,3,1,9,0,0,0,0,6,28
300,11,3,2,1,0,71,1,1,99,48
116,13,3,1,15,0,0,0,0,0,25
138,17,3,1,12,0,0,0,0,3,29
353,11,3,2,1,0,89,1,1,114,46
63,9,4,1,0,0,15,0,0,21,24
83,10,2,2,0,0,0,0,0,10,44
80,14,3,1,6,0,0,0,0,3,25
63,9,4,1,0,0,15,0,0,21,24
156,12,3,13,0,0,0,1,1,36,42
325,11,3,2,1,0,80,1,1,102,44
115,21,3,1,16,0,0,0,0,0,35
96,10,3,1,9,0,0,0,0,8,30
90,9,4,1,0,0,24,0,0,27,20
107,10,3,2,0,0,0,9,1,4,32
165,15,6,4,10,2,0,0,0,24,37
86,8,3,1,9,0,0,0,0,2,26
120,17,3,1,14,0,0,0,0,0,27
83,9,3,1,1,0,18,0,0,25,25
104,17,3,2,15,0,0,0,0,0,23
71,9,3,2,0,0,0,5,1,8,31
90,9,4,1,0,0,24,0,0,27,24
76,15,3,4,0,0,0,1,1,3,28
63,23,3,3,1,0,0,0,0,4,26
71,14,3,1,5,0,0,0,0,1,24
242,13,3,1,5,0,62,0,0,75,35
178,11,3,2,20,0,0,1,1,5,34
84,8,3,1,10,0,0,0,0,1,24
99,17,3,3,5,0,2,1,1,10,34
146,10,3,1,19,0,0,0,0,7,30
93,6,2,1,4,0,0,0,0,8,30
95,7,3,1,8,0,0,0,0,6,26
122,15,6,3,1,0,0,5,1,27,36
213,13,3,1,6,0,58,0,0,75,30
95,15,2,2,0,0,0,0,0,11,36
87,12,3,1,4,0,0,0,0,8,28
99,10,3,1,5,0,0,0,0,30,37
137,10,3,1,13,0,0,0,0,6,29
94,8,3,1,12,0,0,0,0,0,23
72,14,3,3,0,0,0,0,0,14,37
81,20,3,3,1,0,0,0,0,28,34
100,11,3,2,7,0,0,1,1,5,35
85,14,3,1,0,0,4,1,1,4,31
81,9,4,1,0,0,21,0,0,27,22
139,13,3,1,14,0,0,0,0,0,25
120,14,3,1,9,0,0,0,0,8,31
69,14,3,1,4,0,0,0,0,0,22
93,10,3,2,6,0,0,1,1,7,31
111,10,2,2,8,0,2,5,1,9,31
120,9,3,1,13,0,0,1,1,4,28
98,12,3,1,1,0,0,3,1,1,32
104,10,3,2,0,0,0,9,1,3,29
116,14,3,1,15,0,0,0,0,8,29
181,11,2,2,8,0,7,3,1,29,44
110,18,2,1,0,0,0,1,0,18,41
75,18,2,2,1,0,0,1,1,1,27
99,15,2,2,1,0,0,0,0,17,40
188,13,2,1,0,0,46,0,0,35,37
105,13,3,4,1,0,0,3,1,2,33
85,6,3,1,10,0,0,0,0,4,32
90,9,4,1,0,0,24,0,0,30,26
113,12,3,1,12,0,0,0,0,9,32
99,9,4,1,0,0,27,0,0,35,24
90,9,4,1,0,0,24,0,0,33,24
68,18,3,5,1,0,0,1,1,4,29
139,13,3,5,0,0,0,6,1,28,37
113,10,3,2,12,0,0,0,0,9,32
171,15,3,1,1,0,3,12,1,5,36
81,15,3,3,0,0,0,1,0,26,36
88,15,2,1,2,0,0,0,0,0,27
107,10,3,2,0,0,0,9,1,5,29
93,10,3,1,11,0,0,0,0,5,29
113,17,3,1,11,0,0,0,0,8,30
124,15,6,2,11,0,0,0,0,0,23
190,9,3,1,6,0,48,0,0,55,31
71,19,3,4,0,0,0,0,0,3,24
185,16,6,6,3,0,0,5,1,15,43
107,10,3,2,0,0,0,9,1,5,32
93,7,2,1,8,0,0,0,0,11,29
285,13,3,1,8,0,78,0,0,96,34
98,9,3,1,9,0,0,0,0,1,27
99,9,4,1,0,0,27,0,0,31,22
164,13,3,2,0,0,27,3,1,22,40
81,9,4,1,0,0,21,0,0,25,23
87,6,3,1,7,0,0,0,0,0,24
125,12,6,3,8,0,0,0,0,0,26
109,17,3,1,9,0,0,0,0,8,32
71,19,3,4,0,0,0,0,0,3,24
83,7,3,1,10,0,0,0,0,11,27
125,12,3,8,0,0,0,1,1,32,42
73,21,6,4,0,0,0,0,0,0,25
59,16,3,2,1,0,0,0,0,0,24
105,15,3,1,1,0,0,2,1,0,28
90,13,3,1,10,0,0,0,0,10,30
67,13,3,2,0,0,0,0,0,11,29
229,12,3,25,0,0,0,1,1,27,44
79,14,3,4,1,0,0,1,1,10,27
87,11,3,1,7,0,0,0,0,7,30
71,14,3,1,5,0,0,0,0,3,24
93,17,3,3,6,0,2,1,1,10,34
102,15,3,1,5,0,0,0,0,8,29
83,17,3,1,8,0,0,0,0,0,24
98,11,3,1,9,0,0,0,0,7,31
112,10,3,1,15,0,0,0,0,6,32
90,11,3,1,7,0,0,0,0,0,23
107,15,3,1,13,0,0,0,0,10,31
103,15,3,1,4,0,0,0,0,9,31
80,14,3,3,0,0,0,1,1,20,35
124,6,2,1,10,0,0,0,0,8,33
151,11,3,2,17,0,0,1,1,5,34
89,14,2,1,0,0,18,0,0,26,27
72,9,4,1,0,0,18,0,0,22,22
128,15,3,1,0,0,6,2,1,14,35
101,17,3,2,16,0,0,0,0,0,24
107,9,2,1,0,0,27,1,1,33,31
64,14,3,1,5,0,0,0,0,4,25
108,15,3,1,8,0,0,2,1,14,40
94,14,3,1,6,0,0,0,0,6,32
68,22,3,4,0,0,0,0,0,0,16
85,10,3,1,9,0,0,0,0,8,28
179,12,3,22,0,0,0,1,1,41,41
85,11,3,1,12,0,0,0,0,10,31
97,10,2,2,2,0,0,0,0,18,45
97,17,3,1,8,0,0,0,0,2,27
109,15,3,1,12,0,0,0,0,11,30
91,15,3,1,0,0,0,2,1,1,27
174,7,3,1,2,0,45,0,0,60,35
85,13,2,1,8,0,0,0,0,0,23
103,15,6,3,6,0,0,0,0,0,22
88,14,3,1,12,0,0,0,0,10,30
98,11,3,1,8,0,0,0,0,0,25
63,9,4,1,0,0,15,0,0,21,24
94,6,3,1,12,0,0,0,0,4,35
255,13,3,1,5,0,68,0,0,81,33
94,11,3,1,9,0,0,0,0,8,27
80,14,3,3,0,0,0,1,1,20,35
91,16,2,3,2,0,2,1,1,19,37
127,15,2,2,0,0,8,0,0,30,44
81,9,4,1,0,0,21,0,0,23,23
207,9,3,1,8,0,56,0,0,67,29
154,6,2,1,12,0,0,0,0,8,32
157,15,3,1,1,0,4,2,1,7,42
134,14,3,1,11,0,0,0,0,8,30
87,15,3,1,0,0,0,0,0,22,28
91,14,3,1,9,0,0,0,0,8,30
271,11,3,2,1,0,62,1,1,72,50
91,9,2,1,0,0,22,0,0,31,25
94,18,3,1,5,0,0,0,0,6,32
100,7,3,1,10,0,0,0,0,6,32
98,10,3,1,12,0,0,0,0,6,32
90,9,4,1,0,0,24,0,0,31,24
85,10,3,1,8,0,0,0,0,5,27
97,17,3,1,11,0,0,0,0,1,25
81,9,4,1,0,0,21,0,0,29,23
98,10,3,1,10,0,0,0,0,5,31
105,14,6,2,6,0,0,1,1,10,31
84,15,6,3,10,0,0,0,0,6,28
192,9,3,1,4,0,52,0,0,59,30
93,6,2,2,8,0,0,0,0,3,32
104,7,3,1,12,0,0,0,0,6,28
135,11,3,2,11,0,0,1,1,7,35
85,10,2,2,8,0,0,0,0,6,30
115,46,3,9,0,0,9,1,1,15,37
90,8,3,1,11,0,0,0,0,0,26
92,14,3,1,7,0,0,0,0,8,28
97,11,3,1,7,0,0,0,0,0,25
153,7,3,1,11,0,0,3,1,11,38
126,6,2,1,2,0,32,1,1,32,32
74,14,3,4,0,0,0,1,1,9,24
104,9,3,1,9,0,0,0,0,0,25
85,10,3,1,5,0,0,0,0,6,28
87,7,2,1,9,0,0,0,0,7,31
108,9,5,2,2,0,2,3,1,2,31
107,10,3,2,0,0,0,9,1,4,30
111,14,2,4,0,0,0,2,1,31,34
104,10,3,1,10,0,0,0,0,5,29
81,20,9,3,2,0,0,1,1,3,26
66,13,3,3,0,0,0,2,1,3,31
138,6,2,1,0,0,14,4,1,17,33
87,15,3,1,0,0,0,0,0,22,28
111,9,3,1,5,0,0,0,0,14,31
87,11,2,2,3,0,0,0,0,0,33
86,16,3,1,1,0,0,1,1,0,27
90,9,4,1,0,0,24,0,0,32,24
114,16,3,1,12,0,0,0,0,12,30
108,11,3,2,9,0,0,0,0,8,31
84,10,2,2,9,0,0,0,0,5,32
129,13,3,2,0,0,0,5,1,27,33
87,15,3,1,0,0,0,0,0,18,27
99,9,4,1,0,0,27,0,0,29,25
104,6,2,1,6,0,0,0,0,1,25
88,14,3,2,5,0,0,0,0,10,32
66,15,3,2,0,0,0,0,0,0,22
96,7,3,2,4,0,0,1,1,24,31
68,14,3,2,0,0,0,3,1,6,31
73,21,6,4,0,0,0,0,0,0,25
119,7,3,1,1,0,27,0,0,35,32
127,14,3,1,11,0,0,0,0,8,29
112,22,3,3,0,0,2,0,0,26,29
83,11,3,1,5,0,0,0,0,8,28
67,14,3,3,0,0,0,2,1,6,30
99,13,2,2,14,0,0,0,0,6,27
95,8,3,1,11,0,0,0,0,6,28
83,9,3,1,7,0,0,0,0,6,30
112,9,3,1,2,0,26,0,0,34,29
75,9,4,1,0,0,19,0,0,26,24
110,16,3,3,0,0,0,7,1,6,37
103,7,2,1,0,0,0,8,1,15,29
116,10,3,2,8,0,0,2,1,21,37
129,6,3,1,17,0,0,0,0,8,32
97,13,2,2,12,0,0,0,0,6,27
120,15,3,2,1,0,22,0,0,31,34
112,17,3,1,9,0,0,0,0,12,31
126,6,2,2,1,0,18,0,0,26,49
94,13,2,2,14,0,0,0,0,6,29
125,11,3,2,14,0,0,0,0,9,29
153,12,3,11,0,0,0,1,1,26,41
85,12,3,2,8,0,0,0,0,6,32
93,7,3,1,9,0,0,0,0,5,28
101,12,3,1,8,0,0,0,0,10,32
90,12,3,1,6,0,0,0,0,7,27
