URLLength,HostLength,TLDLength,DotCount,DashCount,@Count,%Count,=Count,?Count,DigitCount,UniqueCharCount,URLType
92,12,2,2,10,0,0,0,0,2,26,0
81,23,3,2,6,0,0,0,0,0,23,1
306,9,3,1,10,0,88,0,0,103,33,0
113,10,3,2,9,0,0,1,1,7,33,0
85,11,3,1,6,0,0,0,0,0,26,0
95,11,3,1,9,0,0,0,0,0,24,0
90,9,4,1,0,0,24,0,0,29,24,1
92,14,3,3,0,0,0,2,1,20,35,1
107,9,2,2,14,0,0,0,0,21,32,0
63,9,4,1,0,0,15,0,0,20,21,1
85,10,2,2,6,0,0,0,0,10,30,0
85,6,2,1,5,0,0,0,0,8,29,0
76,21,6,4,0,0,0,0,0,1,25,1
83,13,4,1,14,0,0,0,0,2,22,0
98,14,3,7,3,0,0,1,1,13,31,1
81,9,4,1,0,0,21,0,0,26,22,1
137,12,3,10,0,0,0,1,1,24,39,0
87,15,3,1,0,0,0,0,0,20,29,0
93,14,3,3,0,0,0,3,1,16,34,1
72,9,4,1,0,0,18,0,0,25,22,1
85,11,3,1,11,0,0,0,0,10,34,0
90,9,4,1,0,0,24,0,0,30,22,1
103,17,3,3,5,0,2,1,1,10,34,0
102,12,3,2,11,0,0,0,0,0,25,0
103,26,5,3,2,0,0,0,0,16,34,1
87,12,3,2,7,0,0,0,0,0,26,0
66,18,2,2,0,0,0,0,0,1,24,1
91,14,2,4,1,0,2,0,0,18,33,1
141,12,3,9,0,0,0,1,1,30,43,0
64,13,3,5,0,0,0,4,1,11,28,1
143,9,3,1,3,0,36,0,0,45,30,0
90,9,4,1,0,0,24,0,0,26,25,1
81,9,4,1,0,0,21,0,0,26,25,1
105,17,3,1,10,0,0,0,0,8,34,0
69,15,3,2,0,0,0,3,1,7,31,1
234,9,3,1,4,0,66,0,0,75,33,0
83,13,3,1,9,0,0,0,0,0,23,0
286,9,3,1,8,0,82,0,0,99,31,0
71,23,3,3,1,0,0,0,0,0,24,1
87,15,3,1,0,0,0,0,0,23,29,0
72,9,4,1,0,0,18,0,0,24,26,1
72,9,4,1,0,0,18,0,0,25,23,1
104,7,3,1,12,0,0,0,0,6,29,0
90,9,4,1,0,0,24,0,0,32,25,1
115,11,3,2,7,0,0,1,1,5,34,0
85,6,3,1,7,0,0,0,0,0,25,0
108,9,4,1,0,0,30,0,0,37,25,1
117,13,3,2,0,0,15,4,1,15,40,0
95,10,3,1,10,0,0,0,0,5,30,0
118,10,3,1,15,0,0,0,0,6,30,0
69,12,3,3,1,0,0,0,0,22,32,1
84,10,3,1,7,0,0,0,0,7,27,0
137,14,3,1,13,0,0,0,0,8,30,0
83,13,4,1,12,0,0,0,0,4,26,0
141,11,5,2,16,0,0,0,0,15,33,0
99,9,4,1,0,0,27,0,0,35,24,1
63,9,4,1,0,0,15,0,0,21,24,1
101,9,2,1,0,0,25,0,0,33,24,0
113,10,3,2,0,0,0,9,1,6,32,0
156,13,2,1,14,0,0,3,1,8,34,0
158,14,3,1,1,0,3,12,1,6,37,0
144,16,6,4,3,0,0,2,1,10,39,0
103,12,3,1,10,0,0,0,0,10,30,0
88,9,3,1,9,0,0,0,0,6,30,0
87,15,3,1,0,0,0,0,0,23,29,0
99,9,4,1,0,0,27,0,0,32,24,1
68,15,3,2,0,0,0,3,1,4,35,1
105,6,2,1,1,0,2,3,1,2,31,0
71,14,3,1,5,0,0,0,0,3,24,1
97,13,3,2,1,0,0,3,1,1,26,0
86,11,3,1,4,0,0,0,0,0,21,0
138,6,2,1,10,0,0,0,0,1,22,0
120,14,3,2,9,0,0,0,0,8,29,0
87,15,3,1,0,0,0,0,0,20,28,0
87,15,3,1,0,0,0,0,0,20,29,0
99,10,3,1,9,0,0,1,1,6,33,0
200,13,6,2,0,0,56,0,0,66,31,0
97,15,2,10,0,0,0,0,0,8,27,0
80,14,3,3,0,0,0,1,1,20,35,1
90,14,3,1,8,0,0,1,1,13,31,0
75,9,4,1,0,0,19,0,0,26,24,1
68,19,6,5,0,0,0,0,0,22,29,1
92,12,3,2,9,0,0,0,0,0,26,0
107,10,3,2,0,0,0,9,1,5,30,0
104,10,2,2,0,0,0,0,0,0,24,0
69,15,3,2,0,0,0,3,1,7,31,1
90,13,6,3,11,0,0,0,0,7,24,0
117,7,3,1,16,0,0,0,0,13,31,0
64,13,2,2,1,0,0,0,0,0,22,1
114,14,3,2,9,0,0,0,0,8,28,0
84,6,2,1,4,0,0,0,0,1,19,0
91,9,5,3,6,0,0,0,0,0,22,0
92,15,2,2,0,0,3,0,0,18,36,0
148,14,3,3,11,0,0,0,0,8,30,0
96,26,3,5,0,0,0,0,1,0,25,1
94,13,3,2,0,0,6,4,1,13,35,0
98,14,3,7,3,0,0,1,1,13,31,1
88,15,3,2,3,0,3,0,0,10,33,1
87,13,3,1,6,0,0,0,0,6,31,0
81,9,4,1,0,0,21,0,0,22,21,1
89,10,6,2,5,0,0,0,0,0,24,0
84,10,2,1,5,0,0,1,1,9,32,0
63,9,4,1,0,0,15,0,0,21,21,1
65,13,2,2,1,0,0,0,0,0,21,1
63,9,4,1,0,0,15,0,0,21,21,1
146,14,3,1,20,0,0,0,0,15,33,0
90,13,3,3,0,0,0,4,1,3,34,1
76,21,6,4,0,0,0,0,0,0,25,1
89,15,3,2,13,0,0,0,0,3,25,0
94,10,3,1,7,0,0,1,1,9,33,0
106,10,3,2,0,0,0,9,1,3,29,0
91,15,6,2,5,0,0,0,0,0,24,0
90,15,3,1,9,0,0,0,0,8,29,0
85,14,3,1,3,0,0,0,0,8,30,0
63,9,4,1,0,0,15,0,0,21,24,1
100,11,3,1,10,0,0,0,0,15,33,0
118,13,6,2,0,0,0,0,0,19,33,0
95,11,3,1,8,0,0,0,0,0,25,0
87,15,3,1,0,0,0,0,0,20,29,0
67,18,3,3,5,0,0,0,0,0,23,1
187,16,6,3,4,0,0,5,1,5,42,0
90,10,2,2,11,0,0,0,0,20,29,0
102,10,2,1,3,0,4,1,1,13,34,0
126,11,3,1,13,0,0,0,0,14,36,0
135,11,3,2,14,0,0,1,1,7,34,0
86,12,3,1,4,0,0,0,0,8,27,0
132,12,3,9,0,0,0,1,1,27,41,0
93,15,6,3,7,0,0,0,0,7,30,0
90,9,4,1,0,0,24,0,0,29,22,1
104,15,3,1,0,0,0,2,1,0,26,0
97,9,2,1,0,0,0,0,0,7,30,0
69,9,4,2,0,0,15,0,0,22,26,1
95,9,3,1,9,0,0,0,0,7,28,0
83,10,2,2,1,0,0,0,0,7,29,0
97,6,2,2,6,0,0,0,0,1,23,0
103,23,3,2,11,0,0,0,0,0,24,1
83,20,9,3,2,0,0,1,1,3,26,1
103,15,2,12,0,0,0,0,0,12,39,0
87,14,3,1,5,0,0,0,0,6,29,0
99,9,2,2,12,0,0,0,0,23,30,0
258,26,3,7,6,0,3,3,1,32,42,0
72,9,4,1,0,0,18,0,0,23,19,1
103,15,2,2,3,0,4,0,0,19,35,0
85,9,3,2,5,0,0,0,0,6,28,0
102,21,3,1,12,0,0,1,1,1,35,0
96,12,3,1,12,0,0,0,0,7,30,0
83,9,3,2,10,0,0,0,0,11,32,0
120,6,3,1,13,0,0,0,0,6,28,0
132,6,2,2,2,0,32,0,0,31,30,0
102,7,3,1,10,0,0,0,0,5,29,0
159,12,3,13,0,0,0,1,1,23,45,0
120,11,3,2,16,0,0,0,0,1,26,0
123,13,6,2,0,0,30,0,0,36,31,0
86,15,3,1,7,0,0,0,0,6,29,0
113,15,2,3,1,0,2,0,0,13,40,0
85,6,2,2,5,0,0,0,0,1,24,0
104,17,3,1,11,0,0,0,0,2,26,0
89,13,2,1,0,0,18,0,0,12,27,0
102,15,6,2,11,0,0,0,0,0,21,0
156,12,3,13,0,0,0,1,1,40,41,0
63,9,4,1,0,0,15,0,0,18,20,1
96,12,3,2,8,0,0,0,0,0,25,0
106,13,2,2,15,0,0,0,0,6,27,0
83,16,3,2,2,0,0,0,0,0,23,0
109,17,3,1,9,0,0,0,0,8,31,0
88,10,3,1,8,0,0,0,0,10,28,0
117,13,3,2,0,0,15,4,1,15,41,0
87,7,3,1,11,0,0,0,0,6,29,0
183,7,3,1,2,0,48,0,0,54,35,0
92,6,2,1,6,0,0,0,0,9,30,0
105,10,3,1,11,0,0,0,0,6,29,0
165,18,6,4,10,0,0,0,0,8,28,0
115,15,3,2,2,0,20,0,0,28,34,0
109,17,3,1,13,0,0,0,0,5,31,0
81,9,4,1,0,0,21,0,0,26,23,1
75,23,3,2,6,0,0,0,0,0,25,1
93,15,6,2,6,0,0,0,0,0,20,0
118,13,3,1,14,0,0,0,0,6,28,0
99,9,4,1,0,0,27,0,0,30,23,1
98,14,3,2,6,0,0,0,0,8,30,0
100,11,3,1,10,0,0,0,0,0,24,1
63,9,4,1,0,0,15,0,0,19,24,1
94,14,3,1,7,0,0,0,0,8,28,0
69,15,3,2,0,0,0,3,1,7,31,1
86,10,2,2,8,0,0,0,0,5,32,0
94,11,2,2,8,0,0,0,0,8,27,0
217,11,3,2,1,0,35,1,1,51,46,0
66,11,3,2,0,0,0,0,0,18,27,1
116,14,3,2,6,0,0,0,0,8,32,0
83,21,3,1,5,0,0,1,1,0,29,0
90,15,6,7,2,0,0,0,0,3,29,0
45,15,5,3,0,0,0,0,0,0,17,1
171,23,3,1,0,0,45,1,1,56,32,1
93,9,3,1,8,0,0,0,0,1,24,0
88,15,3,1,10,0,0,0,0,5,34,0
180,9,3,1,3,0,48,0,0,59,31,0
88,10,2,2,7,0,0,0,0,3,35,0
101,16,3,1,0,0,24,0,0,33,26,0
142,12,3,13,0,0,0,1,1,31,40,0
122,11,3,1,13,0,0,1,1,9,33,0
137,16,3,1,0,0,3,10,1,5,33,0
92,10,3,1,10,0,0,0,0,10,30,0
102,10,2,2,2,0,0,0,0,8,31,0
99,13,2,2,11,0,0,0,0,6,29,0
108,6,2,1,6,0,0,0,0,8,30,0
86,10,3,1,10,0,0,0,0,8,28,0
160,6,2,1,2,0,34,1,1,33,38,0
85,11,3,1,5,0,0,0,0,12,33,0
111,14,6,2,8,0,0,0,0,5,28,0
89,9,2,2,10,0,0,0,0,19,28,0
66,13,3,3,0,0,0,2,1,3,31,1
90,9,4,1,0,0,24,0,0,26,25,1
99,12,3,1,9,0,0,0,0,9,30,0
104,18,3,2,0,0,2,1,1,4,25,0
109,10,6,2,9,0,0,0,0,0,26,0
112,14,3,3,4,0,0,0,0,30,42,1
65,10,3,1,0,0,0,3,1,5,30,1
131,13,3,1,14,0,0,0,0,0,25,0
187,10,2,1,5,0,50,0,0,25,30,0
133,9,3,1,15,0,0,0,0,7,29,0
81,9,4,1,0,0,21,0,0,28,25,1
135,13,3,5,0,0,0,6,1,28,37,0
110,6,2,1,8,0,0,0,0,13,34,0
101,13,6,3,13,0,0,0,0,7,27,0
83,12,3,1,7,0,0,1,1,7,33,0
131,12,3,8,0,0,0,1,1,29,40,0
209,12,3,21,0,0,0,1,1,34,42,0
120,15,3,1,12,0,0,0,0,11,33,0
87,15,3,1,0,0,0,0,0,24,29,0
89,10,3,1,10,0,0,0,0,6,32,0
67,13,3,2,0,0,0,0,0,11,28,1
126,11,2,4,0,0,7,1,1,26,36,0
87,15,3,1,0,0,0,0,0,24,29,0
87,15,3,1,0,0,0,0,0,21,28,0
90,15,2,2,0,0,0,0,0,15,34,0
137,16,3,1,0,0,36,0,0,57,30,0
87,15,3,1,0,0,0,0,0,21,28,0
72,21,6,4,0,0,0,0,0,0,25,1
109,17,3,1,9,0,0,0,0,0,23,0
86,15,3,1,9,0,0,1,1,8,30,0
77,14,3,1,9,0,0,0,0,1,24,1
80,14,3,1,6,0,0,0,0,3,25,1
90,9,3,1,7,0,0,1,1,0,28,0
95,19,2,3,0,0,2,1,1,18,35,0
123,13,3,2,0,0,0,5,1,21,34,0
77,21,3,5,0,0,0,2,2,8,29,1
99,12,3,2,13,0,0,0,0,11,31,0
98,13,2,2,10,0,0,0,0,6,28,0
99,15,6,2,8,0,0,0,0,0,22,0
81,16,6,4,0,0,0,0,0,26,34,1
109,13,3,1,11,0,0,0,0,0,24,0
108,14,3,1,11,0,0,0,0,8,29,0
71,14,3,1,4,0,0,0,0,4,26,1
100,8,3,1,9,0,0,0,0,6,31,0
81,9,4,1,0,0,21,0,0,27,25,1
87,6,2,1,7,0,0,0,0,9,32,1
97,18,4,2,1,0,0,6,1,6,30,0
112,15,3,1,1,0,0,2,1,1,30,0
86,10,2,1,0,0,4,1,1,7,32,0
129,11,5,2,16,0,0,0,0,15,35,0
111,12,3,2,13,0,0,0,0,14,34,0
76,6,2,1,6,0,0,0,0,9,31,1
170,11,3,2,9,0,5,2,1,7,42,0
88,9,2,2,11,0,0,0,0,18,30,0
398,9,3,1,10,0,118,0,0,131,32,0
110,10,2,2,7,0,2,4,1,14,35,0
137,17,3,1,15,0,0,0,0,0,24,0
68,26,3,3,0,0,0,0,0,1,22,1
89,14,3,2,0,0,0,5,1,4,32,1
76,15,3,3,0,0,0,0,0,24,31,1
107,14,3,1,10,0,0,0,0,10,31,0
273,11,3,2,1,0,62,1,1,79,49,0
119,10,2,2,8,0,2,4,1,13,33,0
58,16,3,6,0,1,0,0,0,16,31,1
224,10,2,1,9,0,60,0,0,31,29,0
85,15,3,1,10,0,0,0,0,5,31,0
84,7,3,1,9,0,0,0,0,6,27,0
86,20,9,3,2,0,0,1,1,3,28,1
86,15,3,1,0,0,0,2,1,5,33,0
107,10,3,2,0,0,0,9,1,5,31,0
99,9,4,1,0,0,27,0,0,35,25,1
91,9,5,2,6,0,0,0,0,1,23,0
84,6,2,1,0,0,8,2,1,10,28,0
90,9,4,1,0,0,24,0,0,28,26,1
87,15,3,1,0,0,0,0,0,19,27,0
70,15,3,8,2,0,0,1,1,12,30,1
97,15,3,1,1,0,0,2,1,0,27,0
84,12,2,2,4,0,0,0,0,4,30,0
71,9,3,2,0,0,0,5,1,8,31,1
86,13,3,1,8,0,0,0,0,0,23,0
121,10,3,1,11,0,0,0,0,36,39,0
109,13,3,1,11,0,0,0,0,10,31,0
67,23,3,2,6,0,0,0,0,0,25,1
71,23,3,3,1,0,0,0,0,0,24,1
95,17,3,1,8,0,0,0,0,8,30,0
111,18,3,1,11,0,0,0,0,9,29,0
84,12,3,1,7,0,0,0,0,7,27,0
152,12,3,11,0,0,0,1,1,36,40,0
108,9,4,1,0,0,30,0,0,34,24,1
104,12,3,1,13,0,0,0,0,7,32,0
120,9,3,1,4,0,28,0,0,34,31,0
108,10,3,2,6,0,0,0,0,4,36,0
83,13,3,1,8,0,0,0,0,7,28,0
90,9,4,1,0,0,24,0,0,29,24,1
90,17,3,2,6,0,0,0,0,8,29,0
102,11,3,1,11,0,0,0,0,7,33,0
132,15,6,2,7,0,0,0,0,1,22,0
81,9,4,1,0,0,21,0,0,26,21,1
90,9,4,1,0,0,24,0,0,25,23,1
66,11,3,2,0,0,0,4,1,2,26,1
100,15,3,1,1,0,0,2,1,0,27,0
86,15,3,2,0,0,0,6,1,10,30,1
108,13,2,2,13,0,0,0,0,6,26,0
96,14,3,2,6,0,0,0,0,8,27,0
98,17,3,1,8,0,0,0,0,8,30,0
83,11,3,1,8,0,0,0,0,0,20,0
171,13,3,3,0,0,0,19,1,26,36,1
134,13,3,1,17,0,0,0,0,0,25,0
96,15,3,1,6,0,0,2,1,12,38,0
168,15,3,1,2,0,2,2,1,2,38,0
111,9,3,1,8,0,0,2,1,17,39,0
97,12,3,1,12,0,0,0,0,11,29,0
97,20,3,3,4,0,0,1,1,4,34,1
155,12,3,16,0,0,0,1,1,39,42,0
137,11,3,2,6,0,6,2,1,6,38,0
98,13,3,1,8,0,0,0,0,6,27,0
137,15,2,2,2,0,8,0,0,24,45,0
71,23,3,2,5,0,0,0,0,0,25,1
114,9,5,2,3,0,2,3,1,2,33,0
219,7,3,1,2,0,60,0,0,75,35,0
84,14,3,1,6,0,0,0,0,10,29,0
83,20,3,1,8,0,0,0,0,6,30,0
92,14,3,3,0,0,0,2,1,20,35,1
85,17,3,1,6,0,0,0,0,12,27,0
110,16,3,3,0,0,0,7,1,6,38,1
105,17,3,5,5,0,0,1,1,0,26,1
182,9,2,1,0,0,52,1,1,64,32,0
151,9,2,1,0,0,0,0,0,8,29,0
97,14,3,2,6,0,0,0,0,8,27,0
90,15,3,2,12,0,0,0,0,4,26,0
99,17,3,2,15,0,0,0,0,0,23,0
99,9,4,1,0,0,27,0,0,35,25,1
71,10,3,2,0,0,0,5,1,12,27,1
61,22,6,3,1,0,0,0,0,0,24,1
138,12,3,10,0,0,0,1,1,36,40,0
98,14,3,2,11,0,0,0,0,11,29,0
265,11,3,2,1,0,59,1,1,73,47,0
95,10,3,1,4,0,0,0,0,29,35,0
83,10,3,1,4,0,0,1,0,17,32,0
181,16,6,4,3,0,0,5,1,9,43,0
109,12,3,1,12,0,0,0,0,9,27,0
230,10,2,1,8,0,64,0,0,27,29,0
82,14,3,1,6,0,0,0,0,4,25,1
77,14,3,3,0,0,0,2,1,16,32,1
86,8,3,1,10,0,0,0,0,2,25,0
99,9,4,1,0,0,27,0,0,29,25,1
95,9,5,2,4,0,0,0,0,1,22,0
81,9,4,1,0,0,21,0,0,27,22,1
85,12,3,1,9,0,0,0,0,10,29,0
101,11,3,1,8,0,0,0,0,0,23,0
111,9,2,2,11,0,0,0,0,21,33,0
110,12,6,3,5,0,0,0,0,0,25,0
95,6,3,1,11,0,0,0,0,6,29,0
127,14,3,2,3,0,24,0,0,34,34,1
95,14,3,2,7,0,0,0,0,9,30,0
129,13,3,2,0,0,0,5,1,27,34,0
145,12,3,8,0,0,0,1,1,30,41,0
88,10,3,1,10,0,0,0,0,6,29,0
96,10,2,2,13,0,0,0,0,12,34,0
170,13,3,3,0,0,0,19,1,25,35,1
113,10,3,2,0,0,0,9,1,6,31,0
118,14,3,2,10,0,0,0,0,8,32,0
84,10,3,2,7,0,0,0,0,7,26,0
93,10,2,2,0,0,0,2,1,31,35,0
100,12,3,3,0,0,0,1,1,8,30,0
131,13,3,1,1,0,36,0,0,36,27,1
98,6,2,2,6,0,0,0,0,1,25,0
110,6,2,1,2,0,2,4,1,3,31,0
104,13,2,2,14,0,0,0,0,6,26,0
81,9,4,1,0,0,21,0,0,26,21,1
85,10,3,1,4,0,0,0,0,32,32,0
71,13,3,3,0,0,0,0,0,36,25,1
129,10,2,3,1,0,0,0,0,16,56,0
90,12,3,1,7,0,0,0,0,7,29,0
86,15,3,1,6,0,0,0,0,0,24,0
90,10,3,1,6,1,0,0,0,11,34,0
106,13,3,1,9,0,0,0,0,10,32,0
88,10,3,2,5,0,0,1,1,7,31,0
124,11,5,2,14,0,0,0,0,15,32,0
289,11,3,2,1,0,68,1,1,91,45,0
91,14,3,1,6,0,0,0,0,8,29,0
83,6,3,1,9,0,0,0,0,4,32,0
107,11,2,1,0,0,21,0,1,21,38,0
110,7,3,1,14,0,0,0,0,6,30,0
98,9,2,2,14,0,0,0,0,20,31,0
84,12,2,1,0,0,20,0,0,19,25,0
99,9,4,1,0,0,27,0,0,35,23,1
81,14,3,1,6,0,0,0,0,3,26,1
90,9,3,2,0,0,0,5,1,14,32,0
87,20,3,1,9,0,0,0,0,6,27,0
142,7,3,1,2,0,33,0,0,41,37,0
84,14,3,1,7,0,0,0,0,7,31,0
67,13,3,2,0,0,0,0,0,11,29,1
96,13,3,1,0,0,0,3,1,1,28,0
102,9,3,5,5,0,0,1,1,3,33,0
103,9,2,1,0,0,26,0,0,23,26,0
93,11,3,2,8,0,0,0,0,11,30,0
75,23,3,2,6,0,0,0,0,0,25,1
67,14,3,3,0,0,0,2,1,6,30,1
107,10,3,2,0,0,0,9,1,5,31,0
99,14,3,1,11,0,0,0,0,17,27,0
90,9,4,1,0,0,24,0,0,29,24,1
81,9,4,1,0,0,21,0,0,27,24,1
87,10,3,1,9,0,0,0,0,5,28,0
99,9,4,1,0,0,27,0,0,33,25,1
110,12,3,1,12,0,0,0,0,10,29,0
63,9,4,1,0,0,15,0,0,21,24,1
99,11,3,2,1,0,3,3,1,5,35,0
88,15,3,1,0,0,0,2,1,1,26,0
84,11,3,1,6,0,0,0,0,14,28,0
76,15,3,2,0,0,0,0,0,2,23,1
99,9,4,1,0,0,27,0,0,33,25,1
86,7,3,1,10,0,0,0,0,6,28,0
83,7,3,1,10,0,0,0,0,11,30,0
96,15,3,1,7,0,0,0,0,6,27,0
85,9,3,2,6,0,0,1,1,6,30,0
76,21,3,2,0,0,0,2,1,13,32,1
133,15,3,1,1,0,2,2,1,2,37,0
79,14,3,1,5,0,0,0,0,0,23,1
158,12,3,17,0,0,0,1,1,37,42,0
77,14,3,2,0,0,0,3,1,0,26,1
107,15,3,1,1,0,0,2,1,0,27,0
65,18,3,3,0,0,0,0,0,0,21,1
69,14,3,8,2,0,0,1,1,12,29,1
91,6,2,1,9,0,0,0,0,12,32,1
89,12,3,1,6,0,0,0,0,7,28,0
87,15,3,1,0,0,0,0,0,20,28,0
143,13,6,2,0,0,0,0,0,8,30,0
94,13,3,1,2,0,21,0,0,22,30,0
186,16,6,4,3,0,0,5,1,9,43,0
110,17,3,1,10,0,0,0,0,0,23,0
84,13,3,1,1,0,15,0,0,20,30,0
137,12,3,1,17,0,0,0,0,3,27,1
123,17,3,1,14,0,0,0,0,0,26,0
141,9,3,1,3,0,32,0,0,39,32,0
78,14,3,3,1,0,0,3,1,4,30,1
224,11,3,5,4,0,35,2,1,61,46,0
113,11,3,2,8,0,0,0,0,8,29,0
84,15,3,1,8,0,0,0,0,10,28,0
85,18,3,1,0,0,0,2,1,0,28,0
189,7,2,1,2,0,16,6,1,34,38,0
87,15,3,3,1,0,0,4,1,16,38,1
98,15,6,3,14,0,0,0,0,6,27,0
126,12,3,2,16,0,0,0,0,0,26,0
100,15,6,3,14,0,0,0,0,9,32,0
183,7,3,1,2,0,48,0,0,57,35,0
91,8,3,1,11,0,0,0,0,4,28,0
96,6,3,1,12,0,0,0,0,6,30,0
89,8,2,1,9,0,0,0,0,21,38,0
99,6,3,1,13,0,0,0,0,6,33,0
121,15,3,1,11,0,0,1,1,9,31,0
124,15,3,1,11,0,0,1,1,8,35,0
108,12,3,1,15,0,0,0,0,0,26,0
81,9,4,1,0,0,21,0,0,27,21,1
89,17,3,1,8,0,0,0,0,6,30,0
85,13,3,1,0,0,0,0,0,28,29,0
148,12,3,13,0,0,0,1,1,40,41,0
113,10,3,2,0,0,0,9,1,6,32,0
89,14,3,2,0,0,0,5,1,6,30,1
98,14,3,1,9,0,0,0,0,7,29,0
65,17,6,4,0,0,0,0,0,6,28,1
118,10,2,2,8,0,2,4,1,12,33,0
100,13,2,5,3,0,0,1,1,3,34,1
89,17,3,1,7,0,0,0,0,8,30,0
83,9,2,3,0,0,0,0,0,4,27,0
98,9,2,2,14,0,0,0,0,20,32,0
97,14,3,1,8,0,0,1,1,21,34,0
178,16,6,4,3,0,0,5,1,9,41,0
96,13,3,1,10,0,0,0,0,0,24,0
72,14,3,4,2,0,0,1,1,9,27,1
119,6,2,2,1,0,16,0,0,27,50,0
104,11,3,2,11,0,0,0,0,3,25,0
96,6,3,1,8,0,0,0,0,4,35,0
109,13,6,2,0,0,0,0,0,6,25,0
71,25,3,3,1,0,0,0,0,0,29,1
85,12,3,1,5,0,0,0,0,4,25,0
83,12,3,1,8,0,0,0,0,10,30,0
72,9,4,1,0,0,18,0,0,18,24,1
84,17,3,3,0,0,0,1,1,0,23,0
63,9,4,1,0,0,15,0,0,21,24,1
104,8,3,1,13,0,0,0,0,0,28,0
66,14,3,1,4,0,0,0,0,3,24,1
89,9,2,2,10,0,0,0,0,19,30,0
157,13,3,2,0,0,22,4,1,16,40,0
89,15,3,1,9,0,0,0,0,7,28,0
140,13,3,5,0,0,0,6,1,28,37,0
123,13,2,2,20,0,0,0,0,6,24,0
91,13,3,1,9,0,0,0,0,6,28,0
289,11,3,2,1,0,68,1,1,84,46,0
85,7,3,1,8,0,0,0,0,6,27,0
112,10,3,2,0,0,0,9,1,5,30,0
107,6,2,1,1,0,18,1,1,18,36,0
94,9,2,2,12,0,0,0,0,18,31,0
81,9,4,1,0,0,21,0,0,24,21,1
132,14,6,2,10,0,0,0,0,4,29,0
92,15,6,2,9,0,0,0,0,0,23,0
96,12,6,2,2,0,0,2,1,4,36,0
117,17,3,1,9,0,0,0,0,10,33,0
135,13,6,2,0,0,34,0,0,35,30,0
65,13,2,2,1,0,0,0,0,0,21,1
90,10,3,2,0,0,0,0,0,30,32,0
87,11,2,2,3,0,0,0,0,0,33,0
110,6,2,1,6,0,0,0,0,1,21,0
100,11,3,1,6,0,0,1,1,21,34,0
72,9,4,1,0,0,18,0,0,24,26,1
99,9,4,1,0,0,27,0,0,32,25,1
110,16,3,3,0,0,0,7,1,6,39,1
226,10,2,1,4,0,64,0,0,28,31,0
84,9,4,1,0,0,22,0,0,27,24,1
131,14,3,1,15,0,0,0,0,9,31,0
93,13,3,1,9,0,0,0,0,6,29,0
108,10,2,1,8,0,0,1,1,8,31,0
90,14,3,1,6,0,0,0,0,8,28,0
229,11,3,1,24,0,0,0,0,28,35,0
311,9,3,1,8,0,90,0,0,110,32,0
93,13,6,3,15,0,0,0,0,7,27,0
84,10,3,1,11,0,0,0,0,10,26,0
111,10,3,2,12,0,0,1,1,7,31,0
88,15,3,2,12,0,0,0,0,3,25,0
182,14,3,5,0,0,4,7,1,21,46,1
85,10,3,1,4,0,0,0,0,32,34,0
84,12,3,1,8,0,0,0,0,8,25,0
117,13,2,1,9,0,0,2,1,8,34,0
84,10,3,1,7,0,0,0,0,6,30,0
137,12,3,8,0,0,0,1,1,29,43,0
70,14,2,3,0,0,0,0,0,4,24,1
68,14,3,2,0,0,0,3,1,4,29,1
108,6,2,1,4,0,0,0,0,1,23,0
95,13,2,2,2,0,0,0,0,0,24,0
83,15,6,2,4,0,0,0,0,0,20,0
126,9,2,2,19,0,0,0,0,21,29,0
94,13,2,2,14,0,0,0,0,11,29,0
84,9,3,1,9,0,0,0,0,0,25,0
96,13,2,2,14,0,0,0,0,8,28,0
63,15,2,2,1,0,0,0,0,3,27,1
98,8,3,1,11,0,0,0,0,6,29,0
106,14,3,1,11,0,0,0,0,8,29,0
98,13,3,2,1,0,0,3,1,1,26,0
93,12,3,2,10,0,0,0,0,14,34,0
95,11,5,2,10,0,0,0,0,15,28,0
100,10,3,1,10,0,0,0,0,6,32,0
86,11,3,1,7,0,0,0,0,8,27,0
84,6,2,2,3,0,0,0,0,1,26,0
101,14,3,1,4,0,0,0,0,8,33,0
154,15,3,1,2,0,4,2,1,7,42,0
66,11,3,2,0,0,0,4,1,2,26,1
99,9,2,2,1,0,0,0,0,0,24,0
88,7,3,1,8,0,0,0,0,8,30,0
89,13,2,2,9,0,0,0,0,6,26,0
127,14,3,1,13,0,0,0,0,8,29,0
100,20,3,1,10,0,0,0,0,6,28,0
86,15,3,5,1,0,0,1,1,4,31,1
128,11,3,2,16,0,0,0,0,1,26,0
171,13,3,3,0,0,0,19,1,26,34,1
94,11,3,1,5,0,0,0,0,0,24,0
76,14,3,1,6,0,0,0,0,3,24,1
90,9,4,1,0,0,24,0,0,31,26,1
95,9,2,1,0,0,24,0,0,29,26,0
90,12,3,1,10,0,0,0,0,0,30,0
87,15,3,1,0,0,0,0,0,20,29,0
76,21,6,4,0,0,0,0,0,1,25,1
99,9,4,1,0,0,27,0,0,35,21,1
100,6,2,1,7,0,0,0,0,9,31,0
85,9,3,2,6,0,0,0,0,6,27,0
97,10,3,2,0,0,0,0,0,0,23,0
251,10,3,2,2,0,0,2,1,36,69,0
87,14,3,1,8,0,0,0,0,12,30,0
76,21,6,4,0,0,0,0,0,0,25,1
98,10,3,1,7,0,0,1,1,8,32,0
81,9,4,1,0,0,21,0,0,28,22,1
